land_unit_slug,land_unit_name,climate_dataset_slug,month,elevation_min_ft,elevation_max_ft,elevation_band_label,mean_low_f,cold_p10_low_f,warm_p90_low_f,sample_cell_count,area_acres,area_pct_of_forest,metadata_json
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,3,6000,8000,"6,000-8,000 ft",21.29,19.11,23.39,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,3,8000,10000,"8,000-10,000 ft",17.94,17.34,18.6,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,4,4000,6000,"4,000-6,000 ft",27.13,25.77,28.61,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,4,6000,8000,"6,000-8,000 ft",24.52,22.57,26.36,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,4,8000,10000,"8,000-10,000 ft",20.36,19.63,21.3,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,5,4000,6000,"4,000-6,000 ft",33.13,31.57,34.96,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,5,6000,8000,"6,000-8,000 ft",31.14,29.08,33.05,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,5,8000,10000,"8,000-10,000 ft",27.5,26.74,28.51,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,6,4000,6000,"4,000-6,000 ft",37.97,36.02,40.31,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,6,6000,8000,"6,000-8,000 ft",36.5,34.06,38.85,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,6,8000,10000,"8,000-10,000 ft",33.91,33.16,34.98,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,7,4000,6000,"4,000-6,000 ft",44.85,42.21,48.03,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,7,6000,8000,"6,000-8,000 ft",44.66,41.64,47.67,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,7,8000,10000,"8,000-10,000 ft",42.44,41.58,43.57,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,8,4000,6000,"4,000-6,000 ft",43.81,41.23,46.94,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,8,6000,8000,"6,000-8,000 ft",43.95,40.88,47.2,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,8,8000,10000,"8,000-10,000 ft",41.79,40.94,42.95,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,9,4000,6000,"4,000-6,000 ft",37.86,34.98,41.07,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,9,6000,8000,"6,000-8,000 ft",38.63,35.13,41.76,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,9,8000,10000,"8,000-10,000 ft",36.58,35.88,37.51,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,10,4000,6000,"4,000-6,000 ft",30.67,28.36,33.32,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,10,6000,8000,"6,000-8,000 ft",31.19,28.8,33.52,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,10,8000,10000,"8,000-10,000 ft",28.78,28.21,29.31,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,11,4000,6000,"4,000-6,000 ft",25.11,23.64,26.6,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,11,6000,8000,"6,000-8,000 ft",24.19,22.3,26.39,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,11,8000,10000,"8,000-10,000 ft",22.47,21.71,23.26,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,12,4000,6000,"4,000-6,000 ft",20.16,18.75,21.52,13899,2172586.13,77.152,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":13899,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,12,6000,8000,"6,000-8,000 ft",19.45,17.73,21.57,4111,642600.3,22.82,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":4111,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
fremont-winema,Fremont-Winema National Forest,prism-1991-2020-tmin-800m,12,8000,10000,"8,000-10,000 ft",17.85,16.89,19.05,5,781.56,0.028,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5,""dem_cell_count"":18015,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,1,0,2000,"0-2,000 ft",29.42,27.44,31.34,1278,188309.35,12.585,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,1,2000,4000,"2,000-4,000 ft",27.64,25.28,30.03,6278,925043.9,61.822,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,1,4000,6000,"4,000-6,000 ft",24.12,21.72,26.18,2397,353190.54,23.604,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2397,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,1,6000,8000,"6,000-8,000 ft",19.34,17.5,21.35,168,24754.28,1.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":168,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,1,8000,10000,"8,000-10,000 ft",14.69,12.64,16.68,25,3683.67,0.246,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":25,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,1,10000,12000,"10,000-12,000 ft",9.3,7.01,11.37,8,1178.78,0.079,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":8,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,1,12000,,"12,000+ ft",5.22,5.22,5.22,1,147.35,0.01,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,2,0,2000,"0-2,000 ft",29.9,28.29,31.47,1278,188309.35,12.585,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,2,2000,4000,"2,000-4,000 ft",27.62,25.29,29.97,6278,925043.9,61.822,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,2,4000,6000,"4,000-6,000 ft",23.59,21.07,25.69,2397,353190.54,23.604,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2397,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,2,6000,8000,"6,000-8,000 ft",17.83,15.77,19.51,168,24754.28,1.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":168,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,2,8000,10000,"8,000-10,000 ft",12.06,9.62,14.14,25,3683.67,0.246,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":25,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,2,10000,12000,"10,000-12,000 ft",5.94,3.64,8.01,8,1178.78,0.079,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":8,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,2,12000,,"12,000+ ft",1.81,1.81,1.81,1,147.35,0.01,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,3,0,2000,"0-2,000 ft",32.36,30.96,33.58,1278,188309.35,12.585,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,3,2000,4000,"2,000-4,000 ft",29.55,27.2,32.06,6278,925043.9,61.822,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,3,4000,6000,"4,000-6,000 ft",24.83,22.49,26.65,2397,353190.54,23.604,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2397,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,3,6000,8000,"6,000-8,000 ft",18.33,15.78,20.17,168,24754.28,1.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":168,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,3,8000,10000,"8,000-10,000 ft",11.67,8.75,13.92,25,3683.67,0.246,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":25,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,3,10000,12000,"10,000-12,000 ft",4.95,2.67,6.98,8,1178.78,0.079,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":8,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,3,12000,,"12,000+ ft",0.84,0.84,0.84,1,147.35,0.01,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,4,0,2000,"0-2,000 ft",35.44,34.11,36.6,1278,188309.35,12.585,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,4,2000,4000,"2,000-4,000 ft",32.41,30.12,34.87,6278,925043.9,61.822,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,4,4000,6000,"4,000-6,000 ft",27.94,25.73,29.61,2397,353190.54,23.604,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2397,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,4,6000,8000,"6,000-8,000 ft",21.15,18.48,23.35,168,24754.28,1.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":168,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,4,8000,10000,"8,000-10,000 ft",13.84,10.37,16.14,25,3683.67,0.246,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":25,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,4,10000,12000,"10,000-12,000 ft",6.46,4.16,8.47,8,1178.78,0.079,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":8,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,4,12000,,"12,000+ ft",2.31,2.31,2.31,1,147.35,0.01,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,5,0,2000,"0-2,000 ft",41.17,39.95,42.31,1278,188309.35,12.585,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,5,2000,4000,"2,000-4,000 ft",38.14,35.85,40.62,6278,925043.9,61.822,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,5,4000,6000,"4,000-6,000 ft",33.93,31.89,35.52,2397,353190.54,23.604,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2397,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,5,6000,8000,"6,000-8,000 ft",27.66,24.95,29.85,168,24754.28,1.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":168,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,5,8000,10000,"8,000-10,000 ft",20.78,17.23,23.18,25,3683.67,0.246,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":25,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,5,10000,12000,"10,000-12,000 ft",12.94,10.58,15.0,8,1178.78,0.079,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":8,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,5,12000,,"12,000+ ft",8.8,8.8,8.8,1,147.35,0.01,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,6,0,2000,"0-2,000 ft",45.88,44.72,47.01,1278,188309.35,12.585,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,6,2000,4000,"2,000-4,000 ft",42.83,40.68,45.13,6278,925043.9,61.822,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,6,4000,6000,"4,000-6,000 ft",38.84,36.77,40.37,2397,353190.54,23.604,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2397,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,6,6000,8000,"6,000-8,000 ft",32.77,30.14,34.87,168,24754.28,1.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":168,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,6,8000,10000,"8,000-10,000 ft",26.27,22.81,28.61,25,3683.67,0.246,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":25,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,6,10000,12000,"10,000-12,000 ft",18.44,16.12,20.45,8,1178.78,0.079,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":8,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,6,12000,,"12,000+ ft",14.37,14.37,14.37,1,147.35,0.01,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,7,0,2000,"0-2,000 ft",50.46,49.27,51.95,1278,188309.35,12.585,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,7,2000,4000,"2,000-4,000 ft",48.86,46.93,50.87,6278,925043.9,61.822,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6278,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,7,4000,6000,"4,000-6,000 ft",45.78,43.61,47.38,2397,353190.54,23.604,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2397,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,7,6000,8000,"6,000-8,000 ft",40.21,37.77,42.23,168,24754.28,1.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":168,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,7,8000,10000,"8,000-10,000 ft",34.2,30.66,36.55,25,3683.67,0.246,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":25,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,7,10000,12000,"10,000-12,000 ft",26.02,23.61,28.12,8,1178.78,0.079,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":8,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
gifford-pinchot,Gifford Pinchot National Forest,prism-1991-2020-tmin-800m,7,12000,,"12,000+ ft",21.81,21.81,21.81,1,147.35,0.01,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":1,""dem_cell_count"":10155,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
