land_unit_slug,land_unit_name,climate_dataset_slug,month,elevation_min_ft,elevation_max_ft,elevation_band_label,mean_low_f,cold_p10_low_f,warm_p90_low_f,sample_cell_count,area_acres,area_pct_of_forest,metadata_json
colville,Colville National Forest,prism-1991-2020-tmin-800m,1,0,2000,"0-2,000 ft",21.49,20.72,22.55,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,1,2000,4000,"2,000-4,000 ft",18.79,16.79,20.74,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,1,4000,6000,"4,000-6,000 ft",17.5,15.64,19.13,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,1,6000,8000,"6,000-8,000 ft",15.16,13.84,16.57,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,2,0,2000,"0-2,000 ft",22.96,22.25,23.92,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,2,2000,4000,"2,000-4,000 ft",19.92,17.78,22.14,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,2,4000,6000,"4,000-6,000 ft",18.65,16.51,20.58,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,2,6000,8000,"6,000-8,000 ft",15.12,13.46,16.46,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,3,0,2000,"0-2,000 ft",28.4,27.96,29.22,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,3,2000,4000,"2,000-4,000 ft",25.03,22.95,27.1,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,3,4000,6000,"4,000-6,000 ft",23.03,20.39,25.23,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,3,6000,8000,"6,000-8,000 ft",17.74,15.55,19.46,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,4,0,2000,"0-2,000 ft",34.2,33.5,35.14,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,4,2000,4000,"2,000-4,000 ft",30.67,28.29,32.97,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,4,4000,6000,"4,000-6,000 ft",28.73,25.66,31.17,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,4,6000,8000,"6,000-8,000 ft",22.55,20.01,24.64,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,5,0,2000,"0-2,000 ft",41.6,40.94,42.56,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,5,2000,4000,"2,000-4,000 ft",38.32,35.72,40.92,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,5,4000,6000,"4,000-6,000 ft",36.56,33.33,39.16,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,5,6000,8000,"6,000-8,000 ft",30.2,27.68,32.8,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,6,0,2000,"0-2,000 ft",47.53,46.82,48.65,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,6,2000,4000,"2,000-4,000 ft",43.99,41.33,46.62,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,6,4000,6000,"4,000-6,000 ft",42.15,38.97,44.83,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,6,6000,8000,"6,000-8,000 ft",35.54,32.94,38.21,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,7,0,2000,"0-2,000 ft",52.22,51.36,53.47,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,7,2000,4000,"2,000-4,000 ft",49.37,45.95,52.93,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,7,4000,6000,"4,000-6,000 ft",49.13,45.75,52.23,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,7,6000,8000,"6,000-8,000 ft",43.06,40.4,46.08,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,8,0,2000,"0-2,000 ft",51.31,50.52,52.58,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,8,2000,4000,"2,000-4,000 ft",48.95,45.44,52.78,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,8,4000,6000,"4,000-6,000 ft",49.51,46.08,52.66,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,8,6000,8000,"6,000-8,000 ft",43.48,40.65,46.51,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,9,0,2000,"0-2,000 ft",43.95,43.17,45.21,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,9,2000,4000,"2,000-4,000 ft",41.82,38.68,45.34,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,9,4000,6000,"4,000-6,000 ft",42.38,39.34,45.25,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,9,6000,8000,"6,000-8,000 ft",37.57,35.25,39.65,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,10,0,2000,"0-2,000 ft",35.0,34.25,36.17,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,10,2000,4000,"2,000-4,000 ft",32.92,30.6,35.43,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,10,4000,6000,"4,000-6,000 ft",32.57,30.19,34.71,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,10,6000,8000,"6,000-8,000 ft",28.47,26.46,29.75,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,11,0,2000,"0-2,000 ft",28.33,27.64,29.33,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,11,2000,4000,"2,000-4,000 ft",25.15,23.34,27.1,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,11,4000,6000,"4,000-6,000 ft",23.62,21.72,25.34,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,11,6000,8000,"6,000-8,000 ft",19.97,18.29,21.31,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,12,0,2000,"0-2,000 ft",21.77,20.95,22.91,34,4798.86,0.274,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":34,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,12,2000,4000,"2,000-4,000 ft",18.5,16.49,20.51,6486,915452.75,52.222,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":6486,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,12,4000,6000,"4,000-6,000 ft",16.84,15.08,18.48,5263,742835.0,42.375,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":5263,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
colville,Colville National Forest,prism-1991-2020-tmin-800m,12,6000,8000,"6,000-8,000 ft",14.32,12.95,15.41,637,89908.02,5.129,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":637,""dem_cell_count"":12420,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,1,4000,6000,"4,000-6,000 ft",22.25,21.23,23.71,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,1,6000,8000,"6,000-8,000 ft",20.51,19.23,21.4,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,1,8000,10000,"8,000-10,000 ft",18.87,18.81,18.94,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,2,4000,6000,"4,000-6,000 ft",22.02,20.95,23.44,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,2,6000,8000,"6,000-8,000 ft",19.96,18.39,20.96,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,2,8000,10000,"8,000-10,000 ft",16.71,16.64,16.78,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,3,4000,6000,"4,000-6,000 ft",23.5,22.45,24.81,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,3,6000,8000,"6,000-8,000 ft",21.27,19.5,22.37,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,3,8000,10000,"8,000-10,000 ft",17.39,17.35,17.43,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,4,4000,6000,"4,000-6,000 ft",26.25,25.22,27.61,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,4,6000,8000,"6,000-8,000 ft",23.91,22.07,25.04,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,4,8000,10000,"8,000-10,000 ft",19.43,19.39,19.48,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,5,4000,6000,"4,000-6,000 ft",32.0,30.94,33.29,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,5,6000,8000,"6,000-8,000 ft",29.94,28.35,31.04,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,5,8000,10000,"8,000-10,000 ft",25.91,25.86,25.95,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,6,4000,6000,"4,000-6,000 ft",36.78,35.6,38.16,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,6,6000,8000,"6,000-8,000 ft",34.95,33.57,36.03,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,6,8000,10000,"8,000-10,000 ft",32.02,31.97,32.06,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,7,4000,6000,"4,000-6,000 ft",44.06,42.31,45.68,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,7,6000,8000,"6,000-8,000 ft",42.79,41.53,44.27,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,7,8000,10000,"8,000-10,000 ft",40.27,40.24,40.31,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,8,4000,6000,"4,000-6,000 ft",43.84,41.69,45.57,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,8,6000,8000,"6,000-8,000 ft",42.83,41.59,44.45,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,8,8000,10000,"8,000-10,000 ft",40.2,40.16,40.24,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,9,4000,6000,"4,000-6,000 ft",39.25,36.84,41.2,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,9,6000,8000,"6,000-8,000 ft",38.24,37.01,39.82,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,9,8000,10000,"8,000-10,000 ft",35.53,35.5,35.57,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,10,4000,6000,"4,000-6,000 ft",32.33,30.59,33.85,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,10,6000,8000,"6,000-8,000 ft",31.12,29.97,32.31,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,10,8000,10000,"8,000-10,000 ft",28.49,28.47,28.52,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,11,4000,6000,"4,000-6,000 ft",26.34,25.44,27.59,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,11,6000,8000,"6,000-8,000 ft",24.53,23.15,25.42,624,,53.654,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":624,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,11,8000,10000,"8,000-10,000 ft",22.61,22.54,22.68,2,,0.172,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":2,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
crater-lake,Crater Lake National Park,prism-1991-2020-tmin-800m,12,4000,6000,"4,000-6,000 ft",21.66,20.63,23.16,537,,46.174,"{""area_estimation"":""forest_gis_acres_times_prism_dem_cell_fraction"",""band_dem_cell_count"":537,""dem_cell_count"":1163,""elevation_units_in_source"":""m"",""temperature_units_in_source"":""C""}"
